carrera,modalidad,beca,edad,promedio,asistencias,aprobado
Derecho,Presencial,No,24,4.5,61,No
Arquitectura,Presencial,No,23,8.8,89,Si
Derecho,Virtual,No,24,7.7,63,Si
Arquitectura,Hibrida,No,25,6.0,67,Si
Economia,Virtual,No,19,5.4,42,No
Derecho,Hibrida,Si,24,10.0,50,No
Medicina,Presencial,No,23,8.0,68,Si
Medicina,Presencial,Si,19,5.1000000000000005,80,No
Arquitectura,Presencial,No,29,8.7,72,Si
Computacion,Virtual,No,26,8.8,49,No
Derecho,Presencial,No,18,7.9,71,No
Arquitectura,Presencial,No,21,4.6,52,No
Derecho,Virtual,No,21,5.5,44,No
Derecho,Hibrida,No,19,7.2,90,Si
Economia,Virtual,No,23,6.5,46,No
Computacion,Presencial,Si,25,7.7,61,Si
Computacion,Virtual,No,19,5.9,53,No
Arquitectura,Virtual,No,24,5.4,62,No
Economia,Presencial,Si,20,8.3,85,Si
Derecho,Presencial,Si,28,7.3999999999999995,84,Si
Economia,Hibrida,No,24,7.5,95,Si
Economia,Presencial,Si,29,9.4,68,Si
Derecho,Presencial,Si,19,8.1,93,Si
Arquitectura,Virtual,Si,30,9.0,49,No
Derecho,Virtual,No,26,6.6,59,No
Industrial,Virtual,No,20,6.6,69,Si
Derecho,Hibrida,No,29,6.3,51,No
Derecho,Presencial,No,25,7.4,67,Si
Computacion,Hibrida,Si,24,5.3,84,No
Industrial,Hibrida,No,30,8.5,90,Si
Medicina,Presencial,No,24,5.0,98,No
Medicina,Virtual,Si,18,6.1,57,No
Computacion,Presencial,No,21,8.5,92,Si
Derecho,Hibrida,No,30,6.7,51,No
Derecho,Virtual,Si,30,8.700000000000001,44,No
Medicina,Hibrida,Si,27,8.8,94,Si
Medicina,Virtual,Si,23,9.0,77,Si
Derecho,Hibrida,No,30,9.9,71,Si
Computacion,Virtual,No,26,8.0,48,No
Derecho,Presencial,Si,29,5.8999999999999995,54,No
Arquitectura,Hibrida,No,23,7.2,94,Si
Computacion,Hibrida,No,20,5.4,89,No
Economia,Hibrida,No,20,6.5,52,No
Computacion,Hibrida,No,21,4.4,58,No
Computacion,Presencial,Si,27,7.199999999999999,94,Si
Arquitectura,Virtual,Si,30,6.5,72,No
Arquitectura,Presencial,No,26,8.7,54,No
Industrial,Presencial,Si,23,9.3,63,No
Derecho,Virtual,No,25,4.1,71,No
Arquitectura,Virtual,Si,23,10.0,55,No
Industrial,Hibrida,No,23,9.8,71,Si
Arquitectura,Hibrida,No,23,4.2,71,No
Industrial,Presencial,No,20,7.4,90,Si
Computacion,Virtual,No,22,9.4,73,No
Derecho,Hibrida,No,20,8.4,92,Si
Derecho,Presencial,No,28,8.6,91,Si
Derecho,Presencial,No,28,5.9,54,No
Industrial,Presencial,Si,22,9.4,73,No
Economia,Presencial,Si,30,5.8,100,Si
Industrial,Virtual,No,25,5.2,73,No
Computacion,Presencial,No,28,9.1,61,No
Computacion,Presencial,No,22,4.1,94,No
Derecho,Virtual,Si,22,8.4,95,Si
Industrial,Presencial,Si,23,8.4,92,Si
Economia,Hibrida,Si,29,4.7,80,No
Derecho,Hibrida,Si,20,5.9,76,No
Arquitectura,Presencial,Si,21,9.600000000000001,97,Si
Economia,Hibrida,No,25,4.4,63,No
Industrial,Hibrida,No,29,5.1,79,No
Medicina,Presencial,Si,25,6.0,64,Si
Derecho,Hibrida,Si,29,8.299999999999999,82,Si
Computacion,Virtual,No,26,4.2,83,No
Industrial,Hibrida,Si,27,6.5,76,Si
Derecho,Presencial,Si,28,7.5,87,Si
Industrial,Presencial,Si,23,7.0,85,Si
Computacion,Virtual,Si,21,9.0,73,No
Industrial,Hibrida,Si,25,4.7,91,No
Arquitectura,Presencial,Si,26,9.0,80,Si
Computacion,Presencial,Si,29,5.2,60,No
Derecho,Virtual,No,27,6.2,31,No
Arquitectura,Virtual,No,23,4.3,75,No
Industrial,Presencial,No,29,9.2,79,Si
Computacion,Virtual,Si,19,7.2,42,No
Computacion,Presencial,Si,23,9.2,94,Si
Computacion,Presencial,No,30,5.2,77,No
Medicina,Presencial,Si,23,8.299999999999999,78,Si
Medicina,Virtual,Si,29,5.3999999999999995,96,No
Medicina,Presencial,No,26,8.9,100,Si
Computacion,Virtual,Si,26,6.7,55,No
Computacion,Virtual,No,26,8.7,54,No
Arquitectura,Hibrida,Si,27,9.5,60,Si
Industrial,Presencial,No,20,4.9,70,No
Industrial,Presencial,No,26,9.7,97,Si
Economia,Presencial,Si,27,9.4,86,Si
Derecho,Virtual,Si,30,8.9,57,No
Arquitectura,Hibrida,No,21,6.4,86,No
Derecho,Presencial,Si,26,4.699999999999999,66,No
Medicina,Virtual,No,24,6.5,62,No
Industrial,Virtual,Si,24,5.5,92,No
Computacion,Virtual,No,23,9.3,67,Si
Computacion,Presencial,No,23,7.1,50,No
Computacion,Hibrida,No,22,8.8,73,Si
Arquitectura,Presencial,No,29,5.3,74,No
Computacion,Virtual,No,19,4.6,69,No
Medicina,Presencial,Si,26,8.2,80,Si
Industrial,Hibrida,No,24,9.8,66,Si
Medicina,Hibrida,Si,24,7.4,74,Si
Economia,Presencial,Si,22,9.5,93,Si
Economia,Virtual,No,28,6.5,72,Si
Computacion,Presencial,Si,27,10.0,91,Si
Derecho,Presencial,No,30,7.5,67,No
Industrial,Presencial,No,29,9.2,63,Si
Arquitectura,Presencial,No,28,8.7,53,No
Economia,Hibrida,No,18,9.9,87,Si
Computacion,Hibrida,Si,24,8.1,73,Si
Derecho,Virtual,No,30,8.6,39,No
Arquitectura,Hibrida,No,26,5.6,97,No
Medicina,Presencial,Si,29,6.8,95,No
Economia,Hibrida,Si,22,9.700000000000001,88,Si
Arquitectura,Hibrida,No,24,7.5,68,Si
Computacion,Hibrida,No,29,8.2,72,No
Derecho,Virtual,No,20,7.0,42,No
Industrial,Hibrida,Si,28,10.0,63,Si
Industrial,Virtual,No,27,5.1,62,No
Industrial,Presencial,Si,20,6.9,96,No
Computacion,Hibrida,Si,18,4.9,50,No
Computacion,Presencial,No,28,7.9,78,Si
Computacion,Hibrida,Si,18,9.9,99,Si
Arquitectura,Virtual,Si,29,10.0,58,No
Derecho,Virtual,No,30,4.9,73,No
Medicina,Presencial,No,29,6.2,90,No
Arquitectura,Presencial,Si,18,10.0,76,Si
Industrial,Virtual,No,19,9.0,62,No
Industrial,Presencial,No,18,8.1,83,Si
Economia,Presencial,Si,25,8.5,57,No
Computacion,Virtual,No,22,5.5,88,No
Arquitectura,Hibrida,Si,18,8.8,79,Si
Industrial,Virtual,No,21,9.8,84,Si
Derecho,Presencial,No,29,8.0,68,Si
Industrial,Virtual,No,18,4.3,77,No
Economia,Presencial,Si,23,9.7,60,No
Arquitectura,Presencial,Si,30,5.5,80,No
Arquitectura,Virtual,No,24,8.4,41,No
Industrial,Presencial,Si,27,8.3,73,Si
Medicina,Hibrida,Si,19,8.799999999999999,55,No
Medicina,Presencial,Si,25,4.7,77,No
Industrial,Hibrida,No,29,8.2,77,Si
Arquitectura,Presencial,Si,18,7.6,100,Si
Arquitectura,Presencial,No,26,5.6,59,No
Industrial,Virtual,No,29,5.8,60,No
Derecho,Hibrida,No,23,4.4,80,No
Industrial,Virtual,No,24,5.9,40,No
Economia,Hibrida,No,19,8.6,82,Si
Computacion,Virtual,No,25,6.9,67,No
Computacion,Presencial,No,23,8.6,98,Si
Derecho,Virtual,Si,24,7.9,58,No
Medicina,Hibrida,No,23,5.0,85,No
Computacion,Hibrida,Si,25,9.1,66,Si
Medicina,Presencial,No,19,6.6,78,No
Economia,Virtual,No,29,6.9,48,No
Arquitectura,Presencial,No,30,7.8,87,Si
Computacion,Hibrida,No,21,6.4,99,No
Derecho,Presencial,Si,25,7.3999999999999995,63,Si
Arquitectura,Virtual,No,20,8.6,87,Si
Derecho,Virtual,Si,20,6.1,76,Si
Derecho,Hibrida,No,30,8.4,95,Si
Computacion,Hibrida,No,20,7.9,66,No
Computacion,Presencial,No,18,5.6,62,Si
Derecho,Hibrida,Si,28,8.0,82,Si
Medicina,Hibrida,Si,20,6.7,94,Si
Medicina,Presencial,No,19,7.6,100,Si
Industrial,Hibrida,Si,25,10.0,86,Si
Industrial,Hibrida,No,22,6.2,95,Si
Economia,Hibrida,Si,19,6.8,92,No
Medicina,Hibrida,Si,24,6.3,78,No
Medicina,Presencial,No,26,7.2,97,Si
Derecho,Hibrida,Si,28,9.0,52,No
Arquitectura,Virtual,Si,28,5.3,78,No
Arquitectura,Hibrida,No,30,7.5,93,Si
Economia,Virtual,Si,28,8.4,42,No
Medicina,Hibrida,No,28,8.0,63,No
Derecho,Virtual,No,24,6.8,51,No
Arquitectura,Hibrida,No,29,7.7,96,Si
Arquitectura,Virtual,Si,22,5.0,63,No
Economia,Hibrida,No,21,9.4,78,Si
Arquitectura,Hibrida,No,21,7.6,66,No
Arquitectura,Virtual,Si,21,7.8999999999999995,57,No
Economia,Virtual,No,21,4.4,33,No
Computacion,Presencial,Si,18,8.6,97,Si
Derecho,Virtual,No,21,8.1,44,No
Industrial,Virtual,Si,29,9.0,51,No
Arquitectura,Virtual,No,27,5.3,36,No
Computacion,Presencial,Si,18,8.0,69,Si
Industrial,Hibrida,Si,29,6.8,97,Si
Medicina,Hibrida,Si,28,7.1,86,Si
Computacion,Virtual,No,30,4.3,84,No
Medicina,Presencial,No,22,9.5,100,Si
Industrial,Hibrida,Si,18,6.1000000000000005,98,Si
Economia,Virtual,No,27,9.0,46,No
Industrial,Presencial,No,30,7.3,53,No
Industrial,Virtual,Si,26,10.0,36,No
Computacion,Hibrida,Si,25,7.8999999999999995,69,Si
Arquitectura,Hibrida,Si,25,5.8999999999999995,66,No
Medicina,Hibrida,No,27,5.3,63,No
Economia,Presencial,Si,21,4.8,86,No
Medicina,Virtual,No,30,7.6,84,Si
Economia,Presencial,No,22,7.2,88,Si
Computacion,Presencial,Si,28,6.8,52,No
Computacion,Presencial,Si,21,6.3,69,Si
Medicina,Presencial,No,27,8.8,75,Si
Medicina,Virtual,No,24,8.4,86,Si
Derecho,Presencial,Si,30,6.2,98,No
Industrial,Virtual,No,23,7.3,69,No
Industrial,Presencial,Si,30,9.3,57,No
Derecho,Presencial,No,20,9.1,76,Si
Industrial,Virtual,Si,19,9.200000000000001,67,Si
Computacion,Presencial,No,30,9.1,62,No
Computacion,Presencial,Si,19,5.699999999999999,68,No
Computacion,Hibrida,Si,23,8.0,74,No
Computacion,Hibrida,No,27,7.4,87,Si
Medicina,Hibrida,No,18,9.3,77,Si
Industrial,Hibrida,Si,27,6.6,78,No
Industrial,Virtual,Si,25,4.5,36,No
Derecho,Hibrida,Si,30,9.7,85,Si
Economia,Presencial,No,29,4.6,77,No
Arquitectura,Presencial,Si,20,4.6000000000000005,62,No
Derecho,Presencial,No,18,8.0,63,Si
Industrial,Presencial,No,25,6.2,85,Si
Derecho,Hibrida,No,22,7.2,74,Si
Computacion,Hibrida,Si,24,8.799999999999999,97,Si
Derecho,Presencial,No,27,10.0,73,No
Medicina,Virtual,No,28,4.6,45,No
Industrial,Presencial,Si,19,8.7,58,No
Derecho,Hibrida,Si,21,4.7,70,No
Arquitectura,Virtual,Si,18,6.699999999999999,47,No
Industrial,Virtual,No,26,7.9,74,No
Arquitectura,Hibrida,No,28,4.6,98,No
Arquitectura,Presencial,No,23,4.2,60,No
Derecho,Presencial,Si,30,6.6,83,No
Computacion,Hibrida,Si,22,6.1,100,No
Arquitectura,Hibrida,Si,29,7.9,56,No
Arquitectura,Presencial,No,24,7.4,66,Si
Economia,Presencial,No,18,7.5,97,Si
Arquitectura,Presencial,No,20,8.2,79,Si
Medicina,Virtual,Si,28,8.1,88,Si
Economia,Presencial,No,20,8.0,92,Si
Arquitectura,Virtual,No,28,6.7,67,Si
Derecho,Hibrida,No,25,6.4,74,No
Arquitectura,Virtual,Si,18,4.699999999999999,48,No
Medicina,Presencial,No,22,8.0,87,Si
Computacion,Presencial,No,20,7.7,78,Si
Computacion,Presencial,No,24,4.8,96,No
Medicina,Presencial,Si,22,8.2,67,Si
Arquitectura,Hibrida,No,25,7.9,57,No
Medicina,Presencial,No,29,6.9,100,Si
Computacion,Virtual,No,20,5.2,86,No
Economia,Presencial,Si,23,5.2,97,No
Arquitectura,Virtual,No,27,6.3,35,No
Economia,Presencial,No,30,4.9,90,No
Industrial,Presencial,No,21,8.6,62,No
Arquitectura,Virtual,No,24,4.1,77,No
Derecho,Presencial,Si,20,8.5,95,Si
Derecho,Hibrida,No,22,9.3,64,No
Economia,Hibrida,Si,22,9.899999999999999,84,Si
Derecho,Virtual,Si,28,9.6,59,No
Industrial,Virtual,Si,30,5.6000000000000005,39,No
Computacion,Presencial,No,27,9.6,93,Si
Arquitectura,Presencial,Si,28,4.699999999999999,52,No
Derecho,Virtual,Si,24,6.699999999999999,61,No
Economia,Hibrida,No,25,9.8,99,Si
Economia,Presencial,No,21,8.6,69,Si
Arquitectura,Presencial,Si,29,9.2,81,Si
Economia,Virtual,Si,20,7.8999999999999995,47,No
Arquitectura,Hibrida,Si,26,5.0,52,No
Economia,Presencial,Si,26,9.8,60,Si
Medicina,Virtual,No,24,9.5,91,Si
Medicina,Virtual,No,29,8.2,87,Si
Derecho,Presencial,No,23,5.2,93,No
Derecho,Hibrida,No,26,6.2,62,Si
Industrial,Presencial,No,20,4.6,91,No
Economia,Hibrida,Si,22,8.899999999999999,66,No
Computacion,Presencial,No,19,5.7,68,Si
Arquitectura,Hibrida,No,22,6.1,79,Si
Derecho,Presencial,Si,27,8.9,80,Si
Economia,Presencial,Si,21,9.8,100,Si
Arquitectura,Virtual,No,18,4.6,92,No
Industrial,Virtual,Si,22,6.1,68,No
Industrial,Virtual,No,28,4.4,76,No
Medicina,Hibrida,No,18,9.7,64,Si
Arquitectura,Presencial,No,27,5.5,79,No
Derecho,Hibrida,Si,25,10.0,87,Si
Derecho,Presencial,Si,20,5.7,64,Si
Arquitectura,Presencial,No,18,5.7,63,No
Economia,Hibrida,Si,30,6.6000000000000005,79,No
Medicina,Virtual,Si,25,4.8,68,No
Economia,Virtual,Si,18,8.8,61,Si
Arquitectura,Presencial,Si,20,9.1,91,Si
Derecho,Hibrida,No,26,5.0,85,No
Medicina,Presencial,No,22,8.2,77,Si
Computacion,Virtual,No,28,7.5,67,No
Computacion,Virtual,No,28,9.8,39,No
Derecho,Presencial,Si,21,5.7,66,Si
Industrial,Virtual,Si,19,10.0,78,Si
Economia,Presencial,Si,22,5.8,51,No
Medicina,Hibrida,Si,25,8.9,60,No
Derecho,Virtual,No,28,9.7,49,No
Industrial,Virtual,No,23,8.4,69,Si
Economia,Presencial,Si,27,6.1,86,No
Derecho,Virtual,Si,29,6.5,66,Si
Medicina,Hibrida,No,25,6.9,94,Si
Arquitectura,Virtual,Si,21,9.4,62,No
Computacion,Hibrida,No,21,8.6,85,Si
Arquitectura,Hibrida,No,20,6.6,81,No
Derecho,Presencial,Si,28,9.0,75,Si
Computacion,Presencial,Si,19,5.6,56,No
Computacion,Virtual,No,20,8.5,63,Si
Derecho,Presencial,No,27,7.6,55,No
Industrial,Hibrida,No,19,8.8,74,No
Economia,Virtual,Si,22,9.3,85,Si
Derecho,Hibrida,Si,24,7.0,86,Si
Medicina,Virtual,Si,18,8.1,75,Si
Medicina,Presencial,No,22,5.3,66,No
Medicina,Hibrida,No,20,9.4,87,Si
Computacion,Hibrida,No,23,9.5,78,Si
Derecho,Virtual,No,18,4.7,78,No
Arquitectura,Presencial,No,28,7.0,90,Si
Industrial,Virtual,Si,27,6.9,53,No
Industrial,Hibrida,No,30,4.4,98,No
Industrial,Hibrida,No,21,9.7,82,Si
Medicina,Hibrida,No,21,9.7,73,Si
Medicina,Presencial,Si,24,5.9,92,No
Economia,Hibrida,No,30,9.2,66,No
Arquitectura,Virtual,No,24,7.7,74,No
Industrial,Presencial,No,23,9.1,97,Si
Medicina,Virtual,No,28,4.2,84,No
Economia,Presencial,No,25,5.0,91,No
Industrial,Virtual,No,23,9.3,78,Si
Computacion,Presencial,No,30,8.9,67,Si
Computacion,Virtual,Si,23,6.0,52,No
Medicina,Hibrida,Si,20,8.600000000000001,65,Si
Industrial,Hibrida,Si,29,9.5,99,Si
Derecho,Presencial,No,19,6.1,96,No
Derecho,Presencial,No,18,5.9,52,No
Derecho,Virtual,No,26,5.4,65,No
Medicina,Presencial,Si,22,10.0,88,Si
Medicina,Virtual,Si,21,6.0,59,No
Medicina,Virtual,Si,23,8.299999999999999,91,Si
Computacion,Presencial,Si,28,7.300000000000001,52,No
Industrial,Hibrida,No,19,6.4,83,Si
Medicina,Virtual,No,21,7.1,52,No
Economia,Presencial,No,25,9.2,73,Si
Medicina,Hibrida,Si,23,4.699999999999999,87,No
Derecho,Virtual,Si,20,9.299999999999999,34,No
Medicina,Virtual,Si,25,5.3,99,No
Derecho,Hibrida,No,19,9.2,86,Si
Derecho,Virtual,No,22,6.2,77,No
Computacion,Hibrida,Si,21,7.4,82,Si
Industrial,Hibrida,Si,25,7.5,98,Si
Medicina,Hibrida,No,19,9.3,86,Si
Computacion,Virtual,Si,30,7.6000000000000005,77,Si
Arquitectura,Presencial,Si,21,5.8,99,Si
Economia,Hibrida,No,29,8.1,68,No
Arquitectura,Presencial,No,20,7.1,89,Si
Computacion,Virtual,Si,30,8.2,61,No
Medicina,Virtual,No,29,7.7,63,No
Arquitectura,Hibrida,No,29,7.5,51,No
Derecho,Hibrida,Si,25,8.1,73,No
Economia,Presencial,No,27,7.7,53,No
Economia,Presencial,Si,28,4.7,58,No
Arquitectura,Virtual,No,21,5.3,78,No
Economia,Virtual,No,22,9.8,60,Si
Industrial,Hibrida,Si,30,6.8,100,No
Industrial,Virtual,Si,20,4.4,43,No
Economia,Presencial,Si,22,5.3,55,No
Industrial,Presencial,No,26,4.8,53,No
Computacion,Hibrida,Si,27,6.1000000000000005,53,No
Arquitectura,Virtual,No,21,9.5,53,No
Medicina,Hibrida,No,21,7.5,90,Si
Industrial,Virtual,No,21,7.2,40,No
Arquitectura,Presencial,No,20,9.2,62,No
Derecho,Virtual,No,20,7.5,41,No
Economia,Virtual,No,28,6.5,76,Si
Economia,Hibrida,Si,21,4.3999999999999995,82,No
Industrial,Hibrida,No,22,5.6,82,No
Computacion,Hibrida,No,18,8.9,98,Si
Arquitectura,Virtual,Si,29,9.5,92,Si
Economia,Virtual,No,29,5.7,50,No
Medicina,Hibrida,No,23,8.7,96,Si
Economia,Hibrida,Si,18,7.1,95,Si
Medicina,Virtual,No,25,8.6,73,No
Economia,Virtual,Si,23,5.8,87,No
Derecho,Virtual,Si,25,7.6,83,Si
Economia,Virtual,No,27,9.9,71,Si
Industrial,Virtual,No,22,9.5,38,No
Derecho,Hibrida,No,30,6.5,81,Si
Economia,Virtual,Si,23,9.700000000000001,41,No
Industrial,Presencial,No,22,4.7,59,No
Derecho,Virtual,Si,28,7.5,62,No
Economia,Presencial,Si,22,5.3,90,No
Economia,Virtual,No,26,5.4,52,No
Economia,Virtual,No,30,5.1,39,No
Industrial,Presencial,Si,23,9.200000000000001,92,Si
Medicina,Virtual,Si,26,9.1,94,Si
Arquitectura,Presencial,Si,26,6.5,95,Si
Medicina,Presencial,No,23,8.1,95,Si
Computacion,Hibrida,No,27,5.4,75,No
Computacion,Hibrida,Si,19,8.0,76,Si
Arquitectura,Hibrida,No,28,8.1,55,No
Economia,Hibrida,Si,27,4.8,56,No
Computacion,Presencial,No,22,4.3,89,No
Industrial,Hibrida,Si,29,5.6,86,No
Computacion,Presencial,Si,28,8.4,65,No
Arquitectura,Presencial,Si,26,7.6000000000000005,63,Si
Medicina,Hibrida,Si,30,8.8,100,Si
Economia,Presencial,Si,26,6.0,82,Si
Derecho,Hibrida,No,24,5.8,67,Si
Medicina,Virtual,No,18,5.5,93,No
Derecho,Virtual,No,24,5.4,73,No
Industrial,Hibrida,No,25,8.9,69,Si
Arquitectura,Presencial,No,24,7.2,92,Si
Economia,Virtual,Si,30,7.6000000000000005,80,Si
Economia,Virtual,No,22,7.9,49,No
Derecho,Hibrida,No,30,8.8,98,Si
Arquitectura,Hibrida,No,22,8.6,87,Si
Medicina,Hibrida,Si,19,8.7,91,Si
Derecho,Presencial,Si,22,6.3999999999999995,81,No
Derecho,Virtual,Si,21,6.9,72,Si
Industrial,Presencial,Si,26,7.1,69,No
Economia,Virtual,Si,18,9.9,85,Si
Economia,Hibrida,No,28,6.4,92,No
Economia,Virtual,No,26,8.1,37,No
Industrial,Presencial,No,28,8.5,91,Si
Industrial,Virtual,No,21,9.8,54,No
Economia,Virtual,Si,22,10.0,61,No
Derecho,Presencial,Si,22,5.300000000000001,93,No
Medicina,Hibrida,Si,23,4.8999999999999995,75,No
Arquitectura,Hibrida,No,28,9.7,51,No
Medicina,Virtual,Si,21,5.7,89,No
Derecho,Presencial,Si,29,8.1,80,Si
Derecho,Presencial,No,28,7.5,95,Si
Economia,Presencial,Si,21,7.6,50,No
Industrial,Hibrida,Si,29,8.9,52,No
Arquitectura,Presencial,No,23,6.8,91,No
Economia,Hibrida,No,23,7.7,51,No
Derecho,Virtual,Si,29,5.199999999999999,71,No
Economia,Presencial,No,26,8.9,52,No
Computacion,Hibrida,No,25,8.4,97,Si
Computacion,Presencial,Si,24,5.1,88,No
Derecho,Presencial,No,26,7.5,68,Si
Derecho,Virtual,Si,22,10.0,56,No
Arquitectura,Presencial,No,22,5.5,55,No
Medicina,Virtual,No,24,9.1,58,No
Medicina,Virtual,No,26,4.1,92,No
Economia,Virtual,Si,24,7.2,52,No
Medicina,Hibrida,Si,20,6.7,76,No
Economia,Hibrida,No,26,6.9,77,No
Economia,Virtual,Si,30,5.0,54,No
Medicina,Virtual,Si,30,5.6,64,Si
Industrial,Presencial,Si,28,9.6,67,No
Industrial,Virtual,Si,24,6.5,34,No
Computacion,Hibrida,Si,18,5.2,61,No
Industrial,Hibrida,No,28,9.6,71,No
Arquitectura,Presencial,Si,29,4.9,54,No
Computacion,Virtual,No,26,7.0,84,Si
Arquitectura,Presencial,Si,22,6.8999999999999995,73,Si
Medicina,Presencial,Si,18,6.5,100,Si
Industrial,Presencial,Si,27,9.0,68,No
Economia,Presencial,No,25,4.2,91,No
Medicina,Presencial,No,25,4.4,71,No
Arquitectura,Presencial,Si,21,10.0,90,Si
Computacion,Virtual,No,24,7.2,62,No
Economia,Presencial,No,27,4.6,97,No
Industrial,Hibrida,Si,18,9.4,54,No
Industrial,Virtual,Si,30,6.5,88,No
Medicina,Hibrida,Si,24,6.1000000000000005,86,No
Economia,Hibrida,No,18,6.3,95,No
Industrial,Virtual,No,20,9.9,60,No
Economia,Virtual,Si,28,7.0,58,No
Derecho,Presencial,No,26,9.3,70,Si
Industrial,Hibrida,Si,25,5.4,92,No
Derecho,Hibrida,No,30,8.4,54,No
Medicina,Hibrida,Si,29,5.0,96,No
Industrial,Presencial,No,27,4.0,85,No
Medicina,Presencial,Si,21,10.0,92,Si
Economia,Hibrida,No,25,8.9,81,Si
Computacion,Virtual,No,20,8.2,73,No
Computacion,Presencial,No,24,7.9,99,Si
Medicina,Virtual,No,18,9.8,71,No
Economia,Virtual,Si,27,9.200000000000001,53,No
Computacion,Presencial,No,24,5.4,96,No
Industrial,Hibrida,No,30,5.7,83,No
Arquitectura,Presencial,No,18,4.3,72,No
Medicina,Hibrida,No,30,8.3,91,Si
Economia,Hibrida,Si,26,5.2,57,No
Arquitectura,Virtual,No,25,6.7,49,No
Arquitectura,Hibrida,No,28,7.3,63,Si
Economia,Virtual,No,30,4.7,63,No
Computacion,Hibrida,Si,18,8.5,66,Si
Derecho,Virtual,No,19,7.5,68,No
Arquitectura,Presencial,Si,23,5.6000000000000005,52,No
Arquitectura,Virtual,Si,18,6.300000000000001,66,No
Medicina,Virtual,Si,21,6.6,60,Si
Arquitectura,Hibrida,No,30,7.3,81,Si
Arquitectura,Presencial,Si,20,7.9,75,Si
Derecho,Virtual,No,19,6.7,76,No
Derecho,Hibrida,Si,19,7.0,79,Si
Computacion,Presencial,No,28,8.3,78,Si
Industrial,Hibrida,Si,23,6.6,80,No
Medicina,Hibrida,Si,25,6.3,61,Si
Industrial,Virtual,Si,23,5.6,87,Si
Economia,Presencial,Si,25,5.1000000000000005,89,No
Derecho,Virtual,No,25,7.9,66,No
Economia,Presencial,Si,27,4.8999999999999995,84,No
Medicina,Presencial,No,23,4.1,95,No
Arquitectura,Hibrida,No,22,8.8,53,No
Computacion,Presencial,No,20,9.1,99,Si
Medicina,Virtual,Si,23,6.4,86,Si
Arquitectura,Presencial,No,27,9.4,89,Si
Derecho,Presencial,Si,23,6.9,70,Si
Arquitectura,Hibrida,Si,19,4.9,95,No
Economia,Virtual,No,24,4.3,37,No
Industrial,Presencial,No,20,5.8,71,No
Economia,Virtual,Si,18,9.8,45,No
Medicina,Hibrida,Si,20,8.0,95,Si
Computacion,Virtual,Si,28,6.1,50,No
Arquitectura,Virtual,No,25,8.1,90,Si
Derecho,Hibrida,Si,18,6.8999999999999995,99,Si
Economia,Presencial,Si,22,7.8999999999999995,97,Si
Derecho,Presencial,No,28,4.6,71,No
Medicina,Hibrida,Si,27,6.7,81,No
Economia,Virtual,Si,21,5.6,44,No
Computacion,Presencial,No,27,8.8,54,No
Medicina,Hibrida,No,26,4.7,100,No
Economia,Hibrida,No,26,5.0,53,No
Derecho,Hibrida,No,27,5.1,55,No
Computacion,Hibrida,Si,28,6.2,86,No
Arquitectura,Presencial,No,19,5.7,98,Si
Arquitectura,Virtual,No,27,7.5,79,Si
Derecho,Virtual,No,20,4.0,47,No
Computacion,Presencial,No,22,9.3,59,No
Arquitectura,Hibrida,No,29,5.8,89,No
Arquitectura,Hibrida,No,24,6.2,69,No
Industrial,Hibrida,Si,25,5.199999999999999,88,No
Medicina,Hibrida,No,27,9.7,85,Si
Industrial,Hibrida,Si,23,5.699999999999999,59,No
Computacion,Presencial,Si,21,5.1000000000000005,70,No
Economia,Virtual,Si,21,6.4,71,No
Industrial,Presencial,Si,29,9.600000000000001,66,No
Medicina,Presencial,Si,30,5.1000000000000005,68,No
Economia,Presencial,Si,26,7.2,52,No
Computacion,Virtual,Si,27,10.0,42,No
Medicina,Hibrida,No,25,5.8,96,No
Derecho,Presencial,Si,25,8.5,61,No
Computacion,Presencial,Si,21,8.5,100,Si
Industrial,Hibrida,No,20,5.7,79,No
Derecho,Virtual,No,20,6.6,61,No
Industrial,Hibrida,Si,27,5.699999999999999,77,No
Industrial,Hibrida,Si,27,7.3999999999999995,94,Si
Computacion,Hibrida,Si,30,9.799999999999999,86,Si
Derecho,Hibrida,Si,30,9.5,85,Si
Medicina,Hibrida,Si,22,5.8,74,No
Industrial,Presencial,Si,26,8.2,73,Si
Computacion,Hibrida,No,28,7.5,61,No
Industrial,Presencial,No,21,5.9,79,No
Economia,Presencial,No,28,4.0,80,No
Industrial,Hibrida,No,27,5.7,86,No
Medicina,Presencial,No,25,6.3,87,Si
Computacion,Presencial,Si,30,6.3,87,No
Economia,Hibrida,No,29,6.2,97,Si
Economia,Hibrida,No,23,4.6,62,No
Industrial,Virtual,Si,23,6.0,69,No
Computacion,Hibrida,Si,18,7.8,81,Si
Derecho,Virtual,Si,24,9.3,91,Si
Computacion,Virtual,Si,25,5.6000000000000005,50,No
Industrial,Virtual,No,18,10.0,52,No
Arquitectura,Presencial,Si,26,5.2,54,No
Arquitectura,Hibrida,Si,23,10.0,69,No
Industrial,Virtual,Si,19,5.0,41,No
Medicina,Presencial,No,21,4.4,83,No
Derecho,Presencial,Si,18,10.0,82,Si
Computacion,Virtual,No,30,9.8,61,Si
Arquitectura,Presencial,Si,21,8.6,69,Si
Computacion,Hibrida,Si,18,4.8999999999999995,82,No
Economia,Presencial,Si,25,4.5,83,No
Medicina,Hibrida,No,26,6.7,100,Si
